128,2,2,"Total_precipitation_surface_Mixed_intervals_Accumulation",false,false
129,2,2,"1-hour_Quantitative_Precip_Estimate_surface_1_Hour_Accumulation",false,false
130,2,2,"Total_precipitation_surface_6_Hour_Accumulation",false,false
131,2,2,"Total_precipitation_surface_1_Hour_Accumulation",false,false
132,2,3,"PolarStereographic_Projection",false,false
133,2,3,"x",false,false
134,2,3,"y",false,false
135,14,1,"time1",false,false
136,14,2,"time1",false,false
137,14,2,"time_bounds",false,false
138,14,2,"time1_bounds",false,false
139,14,2,"Total_precipitation_surface_Mixed_intervals_Accumulation",false,false
140,14,2,"1-hour_Quantitative_Precip_Estimate_surface_1_Hour_Accumulation",false,false
141,14,2,"Total_precipitation_surface_6_Hour_Accumulation",false,false
142,14,2,"Total_precipitation_surface_1_Hour_Accumulation",false,false
143,14,3,"PolarStereographic_Projection",false,false
144,14,3,"x",false,false
145,14,3,"y",false,false
